,index,queries,response,date
282,1,"Thomas Massie, Rhonda Massie, Republican Party, Member of Congress, Kentucky",5,1900-06-28 12:00:00
283,3,"Supreme Court of the United States, Social media, Joe Biden",5,1900-06-28 12:00:00
284,5,"Supreme Court of the United States, Donald Trump, United States Capitol, Riot",5,1900-06-28 12:00:00
285,9,"Iowa, Abortion law, Supreme Court of the United States",5,1900-06-28 12:00:00
286,11,"Infinera, Nike, Stock, Donald Trump, Nasdaq, Walgreens, New York Stock Exchange",5,1900-06-28 12:00:00
287,14,"Inflation, Personal consumption expenditures price index, Federal Reserve System",5,1900-06-28 12:00:00
288,19,"Michigan, Government budget, Gretchen Whitmer",5,1900-06-28 12:00:00
289,20,Supreme Court of the United States,5,1900-06-28 12:00:00
290,21,"Jill Biden, Joe Biden, Abortion, First Lady of the United States",5,1900-06-28 12:00:00
291,22,"Joe Biden, 2024, Donald Trump, Debate, Democratic Party",5,1900-06-28 12:00:00
292,25,"Scripps News, Andrew Rafferty, Joe St. George, Georgia, Debate, United States presidential debates",5,1900-06-28 12:00:00
293,27,"California, United States Congress, Gavin Newsom, Democratic Party",5,1900-06-28 12:00:00
294,28,"Democratic Party, Primary election, New York's 1st Congressional District, Republican Party, CNN",5,1900-06-28 12:00:00
295,29,"Merrick Garland, Republican Party, Joe Biden, United States House of Representatives, Robert Kyoung Hur",5,1900-06-28 12:00:00
296,30,"Pennsylvania, Government budget, Josh Shapiro",5,1900-06-28 12:00:00
297,32,"Charter school, Oklahoma, Supreme Court of the United States, School",5,1900-06-28 12:00:00
298,14,"Debate, United States presidential debates, Joe Biden, Donald Trump",5,1900-06-28 06:00:00
299,19,"China, Li Shangfu, Communist Party of China, Communism, Wei Fenghe, Central Military Commission, Corruption, Defence minister, Xi Jinping",5,1900-06-28 06:00:00
300,26,"Pension, Democratic Party, Pension fund, Bob Casey Jr., Joe Biden",5,1900-06-28 06:00:00
301,31,"Russia, Ukraine, Aleksandr I. Bastrykin, Immigration, Naturalization",5,1900-06-28 06:00:00
302,34,"Wisconsin, Absentee ballot, Ballot",5,1900-06-28 06:00:00
303,41,"Donald Trump, Mar-a-Lago Club",5,1900-06-28 06:00:00
304,50,"Candidate, Democratic Party",5,1900-06-28 06:00:00
305,61,"Nigel Farage, Donald Trump",5,1900-06-28 06:00:00
306,0,"Joe Biden, Parkinson's disease, The White House, Neurology, Neurologist",5,1900-07-08 14:00:00
307,8,"Dan Patrick, Acting governor, Greg Abbott, Lieutenant Governor of Texas, Tropical cyclone",5,1900-07-08 14:00:00
308,11,"Bob Menendez, United States Senator",5,1900-07-08 14:00:00
309,30,"Ukraine, Volodymyr Zelenskyy, Poland, Donald Tusk, NATO, Prime Minister of Poland",5,1900-07-08 14:00:00
310,58,"Inflation, Stock, Federal Reserve System, Finance",5,1900-07-08 14:00:00
311,74,"Joe Biden, Gaza Strip, Israel, Gaza, Resignation",5,1900-07-08 14:00:00
312,82,"Central bank, European Central Bank, Jerome Powell, Federal Reserve System, Chair of the Federal Reserve of the United States, Monetary policy, Christine Lagarde",5,1900-07-08 14:00:00
313,93,"Alec Baldwin, New Mexico, Halyna Hutchins, Incentive, Joel Souza",5,1900-07-08 14:00:00
314,96,"Grand jury, Jury, Law, Government agency",5,1900-07-08 14:00:00
315,107,"Korea International Trade Association, Greg Abbott, Dallas, Governor of Texas, South Korea",5,1900-07-08 14:00:00
316,7,"Dan Patrick, Acting governor, Greg Abbott, Lieutenant Governor of Texas, Tropical cyclone",5,1900-07-08 00:00:00
317,18,"Joe Biden, Strike action, Trade union, Philadelphia, National Education Association",5,1900-07-08 00:00:00
318,23,"Taiwan, Greg Abbott, Governor of Texas",5,1900-07-08 00:00:00
319,53,"Marshawn Lynch, Gavin Newsom, Podcast, NFL, Seattle Seahawks",5,1900-07-08 00:00:00
320,79,"Bob Menendez, United States Senator",5,1900-07-08 00:00:00
321,16,"Iran, Masoud Pezeshkian, Saeed Jalili, Presidential election",5,1900-07-06 05:00:00
322,49,"Cisco, Memorandum of understanding, United States Department of Homeland Security, Security, Artificial intelligence",5,1900-07-06 05:00:00
323,93,"Joe Biden, Heat wave",5,1900-07-06 05:00:00
324,7,"Jeffrey Epstein, Grand jury",5,1900-07-01 18:00:00
325,24,"Supreme Court of the United States, Social media, Joe Biden",5,1900-07-01 18:00:00
326,34,"Steve Bannon, Donald Trump, Supreme Court of the United States",5,1900-07-01 18:00:00
327,36,"John Roberts, Supreme Court of the United States, Chief Justice",5,1900-07-01 18:00:00
328,26,"Joe Biden, Parkinson's disease, The White House, Neurology",5,1900-07-06 11:00:00
329,33,"Arkansas, Abortion, Ballot",5,1900-07-06 11:00:00
330,42,"Medal of Honor, Joe Biden, American Civil War, Philip G. Shadrach, Confederate States of America, Great Locomotive Chase",5,1900-07-03 21:00:00
331,44,"Democratic Party, Joe Biden, Democratic National Convention, Party conference",5,1900-07-03 21:00:00
332,22,"Planned Parenthood, Joe Biden, Abortion, Democratic Party",5,1900-07-03 09:00:00
333,27,"Rudy Giuliani, Disbarment, Donald Trump, Mayor of New York City",5,1900-07-03 09:00:00
334,53,"United Kingdom, Joe Biden, Associated Press",5,1900-07-04 00:00:00
335,13,"Independence Day (United States), St. Louis, Protest, Parade, Safety",5,1900-07-04 14:00:00
336,24,"Israel, Isaac Herzog, Independence Day (United States), Benjamin Netanyahu, July 4, Joe Biden",5,1900-07-04 02:00:00
337,47,"Iraq and Afghanistan Veterans of America, ex-serviceman, Paul Rieckhoff, Independence Day (United States)",5,1900-07-04 02:00:00
338,6,"Independence Day (United States), St. Louis, Protest, Safety, Parade",5,1900-07-03 23:00:00
339,52,"United Kingdom, Joe Biden, Associated Press",5,1900-07-03 23:00:00
340,56,"Joe Biden, Democratic Party, July 3",5,1900-07-03 23:00:00
341,34,"Anthony Fauci, National Institute of Allergy and Infectious Diseases, Vaccine, Public health",5,1900-07-06 07:00:00
342,23,"Joe Biden, The White House, Parkinson's disease, Neurology, Neurologist",5,1900-07-06 13:00:00
343,0,"Joe Biden, Karine Jean-Pierre, White House Press Secretary",5,1900-07-08 16:00:00
344,3,"Hunter Biden, Joe Biden, The White House",5,1900-07-08 16:00:00
345,4,"NATO, Russia, Donald Trump, Member states of NATO",5,1900-07-08 16:00:00
346,11,"Bob Menendez, United States Senator",5,1900-07-08 16:00:00
347,20,"Korea International Trade Association, Greg Abbott, Dallas, Governor of Texas, South Korea",5,1900-07-08 16:00:00
348,92,"Dan Patrick, Acting governor, Greg Abbott, Lieutenant Governor of Texas, Tropical cyclone",5,1900-07-08 16:00:00
349,108,"Joe Biden, Democratic Party, Nomination, Democratic National Convention",5,1900-07-08 16:00:00
350,110,"Joe Biden, Health care, Gender identity",5,1900-07-08 16:00:00
351,0,"Taiwan, Greg Abbott, Governor of Texas",5,1900-07-08 02:00:00
352,2,"Texas, Dan Patrick, Acting governor, Greg Abbott, Lieutenant governor, Tropical cyclone",5,1900-07-08 02:00:00
353,29,"Joe Biden, Strike action, Trade union, Philadelphia, National Education Association",5,1900-07-08 02:00:00
354,43,"National Rally, France, Far-right politics, Marine Le Pen, Jordan Bardella, Immigration, Government",5,1900-07-08 02:00:00
355,47,"Cryptocurrency, U.S. Securities and Exchange Commission, Ripple Labs, Binance",5,1900-07-08 02:00:00
356,86,"Marshawn Lynch, Gavin Newsom, Podcast, NFL, Seattle Seahawks",5,1900-07-08 02:00:00
357,1,"Inflation, Personal consumption expenditures price index, Federal Reserve System",5,1900-06-28 10:00:00
358,2,"Joe Biden, Debate, Donald Trump, Democratic Party, United States presidential debates",5,1900-06-28 10:00:00
359,4,"Robert F. Kennedy Jr., North Carolina, Ballot, Ballot access, Cornel West, Democratic Party",5,1900-06-28 10:00:00
360,6,"Jill Biden, Joe Biden, Abortion, First Lady of the United States",5,1900-06-28 10:00:00
361,7,"California, Gavin Newsom, United States Congress, Democratic Party",5,1900-06-28 10:00:00
362,8,"Democratic Party, George Latimer, Primary election, New York's 16th Congressional District, AIPAC",5,1900-06-28 10:00:00
363,9,"United States Senate, Michigan, China, Democratic Party, Elissa Slotkin, Republican Party, Debbie Stabenow",5,1900-06-28 10:00:00
364,12,"Nikki Haley, Donald Trump Jr., Republican Party, Vice President of the United States, Joe Biden",5,1900-06-28 10:00:00
365,13,"Republican National Convention, Republican Party, Milwaukee",5,1900-06-28 10:00:00
366,4,"Candidate, Democratic Party",5,1900-06-28 04:00:00
367,5,"Planned Parenthood, Joe Biden, Abortion, Democratic Party",5,1900-06-28 04:00:00
368,7,"Donald Trump, United States presidential debates, Joe Biden, Debate",5,1900-06-28 04:00:00
369,10,"Russia, Ukraine, Aleksandr I. Bastrykin, Immigration, Naturalization",5,1900-06-28 04:00:00
370,11,"Democratic Party, Primary election, New York's 1st Congressional District, CNN, Republican Party",5,1900-06-28 04:00:00
371,12,"China, Li Shangfu, Communist Party of China, Communism, Wei Fenghe, Corruption, Central Military Commission, Xi Jinping, Defence minister",5,1900-06-28 04:00:00
372,14,"Republican National Convention, Republican Party, Milwaukee",5,1900-06-28 04:00:00
373,16,"Debate, Devon, Cornwall, General election, Liberal Democrats, Candidate",5,1900-06-28 04:00:00
374,17,"California, Supreme Court of California, Ballot, Gavin Newsom",5,1900-06-28 04:00:00
375,19,"Robert F. Kennedy Jr., North Carolina, Ballot, Ballot access, Cornel West, Democratic Party",5,1900-06-28 04:00:00
376,21,"North Korea, United States, Donald Trump, South Korea, Thomson Reuters Corporation",5,1900-06-28 04:00:00
377,24,"Nikki Haley, Donald Trump Jr., Republican Party, Vice President of the United States, Joe Biden",5,1900-06-28 04:00:00
378,25,"Donald Trump, Riot, United States Capitol, January 6, Associated Press",5,1900-06-28 04:00:00
379,27,"U.S. Steel, Nippon Steel, Joe Biden, United States Senator",5,1900-06-28 04:00:00
380,1,"China, Li Shangfu, Communist Party of China, Communism, Wei Fenghe, Corruption, Central Military Commission, Defence minister, Xi Jinping",5,1900-06-28 05:00:00
381,6,"Joe Biden, Gavin Newsom, Democratic Party, Donald Trump",5,1900-06-28 05:00:00
382,11,"Candidate, Democratic Party",5,1900-06-28 05:00:00
383,25,"United States presidential debates, Debate, Stock, Asia–Pacific, China",5,1900-06-28 05:00:00
384,27,"Nikki Haley, Donald Trump Jr., Republican Party, Vice President of the United States, Joe Biden",5,1900-06-28 05:00:00
385,37,"Debate, Devon, Cornwall, General election, Liberal Democrats, Candidate, Plymouth",5,1900-06-28 05:00:00
386,40,"Donald Trump, Afghanistan, President of the United States, Reuters",5,1900-06-28 05:00:00
387,42,"Gavin Newsom, California, State of the State address",5,1900-06-28 05:00:00
388,0,"Supreme Court of the United States, Chevron U.S.A., Inc. v. Natural Resources Defense Council, Inc., Law",5,1900-06-28 11:00:00
389,4,"Thomas Massie, Rhonda Massie, Member of Congress, Republican Party, Kentucky, Andy Barr",5,1900-06-28 11:00:00
390,8,"California, United States Congress, Gavin Newsom, Democratic Party",5,1900-06-28 11:00:00
391,9,"Joe Biden, Donald Trump, Debate, United States presidential debates",5,1900-06-28 11:00:00
392,10,"Infinera, Nike, Stock, Nasdaq, Donald Trump, New York Stock Exchange, Walgreens",5,1900-06-28 11:00:00
393,11,"Hamas, Joe Biden, Israel, Democratic Party, The White House, Adam Schiff, Kamala Harris",5,1900-06-28 11:00:00
394,12,"Yield, Inflation, Federal Reserve System, Personal consumption expenditures price index",5,1900-06-28 11:00:00
395,14,"Supreme Court of the United States, Social media, Joe Biden",5,1900-06-28 11:00:00
396,16,"Democratic Party, George Latimer, Primary election, New York's 16th Congressional District, AIPAC",5,1900-06-28 11:00:00
397,21,"Iowa, Abortion law, Supreme Court of the United States",5,1900-06-28 11:00:00
398,24,"Michigan, Government budget, Gretchen Whitmer",5,1900-06-28 11:00:00
399,25,"Jill Biden, Joe Biden, Abortion, First Lady of the United States",5,1900-06-28 11:00:00
400,26,"Republican National Convention, Republican Party, Milwaukee",5,1900-06-28 11:00:00
401,27,"Merrick Garland, Republican Party, Joe Biden, United States House of Representatives, Robert Kyoung Hur",5,1900-06-28 11:00:00
402,28,"Robert F. Kennedy Jr., North Carolina, Ballot, Ballot access, Cornel West, Democratic Party",5,1900-06-28 11:00:00
403,51,"Joe Biden, Medical emergency, Air Force One, Medicine, President of the United States, Laura Loomer",5,1900-07-06 12:00:00
404,23,"Iran, Masoud Pezeshkian, Saeed Jalili, Presidential election",5,1900-07-06 06:00:00
405,85,"Ukraine, Volodymyr Zelenskyy, Lviv",5,1900-07-06 06:00:00
406,117,"Jeffrey Epstein, Grand jury",5,1900-07-06 06:00:00
407,144,"Donald Trump, Saudi Arabia, The Trump Organization, Trump Tower, Jeddah, Eric Trump",5,1900-07-06 06:00:00
408,41,"Iraq and Afghanistan Veterans of America, ex-serviceman, Paul Rieckhoff, Independence Day (United States)",5,1900-07-04 03:00:00
409,45,"United Kingdom, Joe Biden",5,1900-07-04 03:00:00
410,76,"Joe Biden, Gaza Strip, Israel, Gaza, Resignation",5,1900-07-04 03:00:00
411,28,"ex-serviceman, July 4, Republican Party",5,1900-07-04 07:00:00
412,52,"Joe Biden, George Stephanopoulos, ABC News, This Week, Interview, ABC World News Tonight, Democratic Party",5,1900-07-04 07:00:00
413,66,"Kurds, Iran, Kurdistan, Marivan, Detention",5,1900-07-04 07:00:00
414,69,"Liberal Democrats, General election, Conservative Party",5,1900-07-04 07:00:00
415,9,"Independence Day (United States), St. Louis, Protest, Parade, Safety",5,1900-07-04 13:00:00
416,7,"USPS, United States Postal Service",5,1900-07-08 13:00:00
417,8,"Korea International Trade Association, Greg Abbott, Dallas, Governor of Texas, South Korea",5,1900-07-08 13:00:00
418,14,"Dan Patrick, Acting governor, Greg Abbott, Lieutenant Governor of Texas, Tropical cyclone",5,1900-07-08 13:00:00
419,37,"Joe Biden, Democratic Party, Associated Press",5,1900-07-08 13:00:00
420,38,"Joe Biden, Parkinson's disease, The White House, Neurology, Neurologist",5,1900-07-08 13:00:00
421,39,"Federal Reserve System, Inflation, Jerome Powell, Monetary policy, Chair of the Federal Reserve of the United States",5,1900-07-08 13:00:00
422,65,"Alec Baldwin, New Mexico, Halyna Hutchins, Incentive, Joel Souza",5,1900-07-08 13:00:00
423,76,"Grand jury, Jury, Law, Government agency",5,1900-07-08 13:00:00
424,6,"Supreme Court of the United States, Social media, Joe Biden",5,1900-07-01 23:00:00
425,8,"Stormy Daniels, Donald Trump, Hush money",5,1900-07-01 23:00:00
426,18,"Supreme Court of the United States, Donald Trump, Riot",5,1900-07-01 23:00:00
427,27,"Supreme Court of the United States, Law, Samuel Alito, Neil Gorsuch, Antonin Scalia",5,1900-07-01 23:00:00
428,41,"Francis Scott Key Bridge, The White House, Baltimore, United States Congress, Joe Biden, Disaster",5,1900-07-01 23:00:00
429,43,"Donald Trump, The Trump Organization, Saudi Arabia, Oman, Trump Tower, Jeddah, Tourism",5,1900-07-01 23:00:00
430,47,"Hunter Biden, Admission to practice law, Joe Biden, New trial, Law",5,1900-07-01 23:00:00
431,55,Supreme Court of the United States,5,1900-07-01 23:00:00
432,56,"Supreme Court of the United States, Lindsey Graham, Democratic Party, United States Senate, Republican Party",5,1900-07-01 23:00:00
433,68,"Jen Psaki, Afghanistan, White House Press Secretary, Joe Biden, Axios",5,1900-07-01 23:00:00
434,76,"Jill Biden, Joe Biden, Vogue, First Lady of the United States, Democratic Party",5,1900-07-01 23:00:00
435,79,"Supreme Court of the United States, Corruption",5,1900-07-01 23:00:00
436,19,"Greg Abbott, Taiwan, Governor of Texas",5,1900-07-08 07:00:00
437,29,"Emily Thornberry, Labour Party, Keir Starmer, Official Opposition Shadow Cabinet, Shadow Attorney General for England and Wales",5,1900-07-08 07:00:00
438,35,"Republican National Convention, Milwaukee, Republican Party",5,1900-07-08 07:00:00
439,42,"Joe Biden, Strike action, Philadelphia, Trade union, Harrisburg, National Education Association",5,1900-07-08 07:00:00
440,47,"Dan Patrick, Acting governor, Greg Abbott, Lieutenant Governor of Texas, Tropical cyclone",5,1900-07-08 07:00:00
441,50,"Mayor, Fox News, Georgia, Fox & Friends, Arabi",5,1900-07-08 07:00:00
442,78,"Organ transplantation, Kidney transplantation, Illegal immigration, United States district court",5,1900-07-08 07:00:00
443,33,"Iran, Presidential election, Protest",5,1900-07-06 02:00:00
444,37,"Joe Biden, Democratic Party, George Stephanopoulos, Donald Trump, Nancy Pelosi, Interview, Republican Party, Kamala Harris",5,1900-07-06 02:00:00
445,81,"Hunter Biden, Fox News, Joe Biden, Mock trial",5,1900-07-06 02:00:00
446,3,"Jill Biden, Joe Biden, Abortion, First Lady of the United States",5,1900-06-28 15:00:00
447,7,"Thomas Massie, Rhonda Massie, Republican Party, Member of Congress, Kentucky",5,1900-06-28 15:00:00
448,9,"Republican Party, John McGuire, Donald Trump, Virginia's 5th Congressional District, Primary election, Virginia",5,1900-06-28 15:00:00
449,13,"Supreme Court of the United States, Donald Trump, Riot",5,1900-06-28 15:00:00
450,18,"Supreme Court of the United States, Social media, Joe Biden",5,1900-06-28 15:00:00
451,34,"Wisconsin, Absentee ballot, Ballot",5,1900-06-28 15:00:00
452,45,"Virginia, Virginia House of Delegates, Glenn Youngkin, Repeal",5,1900-06-28 15:00:00
453,46,"Abortion, Iowa, Supreme Court of the United States",5,1900-06-28 15:00:00
454,53,"California, Government budget, Gavin Newsom, Health care, Wage",5,1900-06-28 15:00:00
455,60,Supreme Court of the United States,5,1900-06-28 15:00:00
456,65,"Consensys, U.S. Securities and Exchange Commission, Cryptocurrency, Ethereum, Proof of stake",5,1900-06-28 15:00:00
457,66,"Joe Biden, Donald Trump, Spin room, Debate, Democratic Party, United States presidential debates",5,1900-06-28 15:00:00
458,67,"Iran, Joe Biden, Absentee ballot, Presidential election",5,1900-06-28 15:00:00
459,73,"Absentee ballot, Early voting, Supreme Court of the United States",5,1900-06-28 15:00:00
460,76,"Far-right politics, National Rally, Marine Le Pen, Donald Trump, Populism",5,1900-06-28 15:00:00
461,81,"Inflation, Personal consumption expenditures price index, Federal Reserve System",5,1900-06-28 15:00:00
462,85,"Democratic National Convention, Chicago, Democratic Party, Protest, United Center",5,1900-06-28 15:00:00
463,89,"Alaska, Joe Biden, Bureau of Land Management",5,1900-06-28 15:00:00
464,0,"Candidate, Democratic Party",5,1900-06-28 01:00:00
465,1,"Hamas, Joe Biden, Israel, Democratic Party, The White House, Adam Schiff, Kamala Harris",5,1900-06-28 01:00:00
466,2,"Joe Biden, Donald Trump, Debate, CNN, President of the United States",5,1900-06-28 01:00:00
467,4,"Debate, Devon, Cornwall, General election, Liberal Democrats, Candidate",5,1900-06-28 01:00:00
468,5,"Democratic Party, Primary election, New York's 1st Congressional District, CNN, Republican Party",5,1900-06-28 01:00:00
469,6,"United States presidential debates, Debate, Republican Party",5,1900-06-28 01:00:00
470,7,"Republican National Convention, Republican Party, Milwaukee",5,1900-06-28 01:00:00
471,9,"Robert F. Kennedy Jr., North Carolina, Ballot, Ballot access, Cornel West, Democratic Party",5,1900-06-28 01:00:00
472,10,"North Korea, United States, Donald Trump, South Korea, Thomson Reuters Corporation",5,1900-06-28 01:00:00
473,11,"Masoud Pezeshkian, Iran, Tehran, Presidential election, Candidate, Presidential nominee",5,1900-06-28 01:00:00
474,12,"Gavin Newsom, California, State of the State address",5,1900-06-28 01:00:00
475,13,"Recall election, Robin Vos, Republican Party, Wisconsin Elections Commission, Donald Trump",5,1900-06-28 01:00:00
476,14,"U.S. Steel, Nippon Steel, Joe Biden, United States Senator",5,1900-06-28 01:00:00
477,15,"Russia, Ukraine, Vladimir Putin, Russian Armed Forces, Fragging, Desertion",5,1900-06-28 01:00:00
478,16,"Merrick Garland, Republican Party, Joe Biden, Robert Kyoung Hur, United States House of Representatives",5,1900-06-28 01:00:00
479,19,"Abortion, Joe Biden",5,1900-06-28 01:00:00
480,0,"Donald Trump, Joe Biden, Electric vehicle",5,1900-06-28 00:00:00
481,1,"Bernie Sanders, Democratic Party, Joe Biden, Wisconsin, United States Senator",5,1900-06-28 00:00:00
482,3,"North Korea, United States, Donald Trump, South Korea, Thomson Reuters Corporation",5,1900-06-28 00:00:00
483,4,"Abortion, Joe Biden",5,1900-06-28 00:00:00
484,5,"Ukraine, Joe Biden, Russia, CNN",5,1900-06-28 00:00:00
485,7,"Nikki Haley, Donald Trump Jr., Republican Party, Vice President of the United States, Joe Biden",5,1900-06-28 00:00:00
486,8,"Debate, Devon, Cornwall, General election, Liberal Democrats, Candidate",5,1900-06-28 00:00:00
487,9,"Donald Trump, Afghanistan, President of the United States, Reuters",5,1900-06-28 00:00:00
488,10,"Scripps News, Andrew Rafferty, Joe St. George, Georgia, Debate, United States presidential debates",5,1900-06-28 00:00:00
489,11,"Donald Trump, Riot, United States Capitol, January 6",5,1900-06-28 00:00:00
490,12,"Joe Biden, Inflation",5,1900-06-28 00:00:00
491,14,"Iran, Joe Biden, Presidential election, Absentee ballot",5,1900-06-28 00:00:00
492,15,"Democratic Party, Primary election, New York's 1st Congressional District, CNN, Republican Party",5,1900-06-28 00:00:00
493,16,"Ukraine, NATO, Volodymyr Zelenskyy, Jens Stoltenberg",5,1900-06-28 00:00:00
494,0,"Supreme Court of the United States, Chevron U.S.A., Inc. v. Natural Resources Defense Council, Inc., Law",5,1900-06-28 14:00:00
495,3,"Thomas Massie, Rhonda Massie, Republican Party, Member of Congress, Kentucky",5,1900-06-28 14:00:00
496,5,"Supreme Court of the United States, Social media, Joe Biden",5,1900-06-28 14:00:00
497,15,"Steve Bannon, Supreme Court of the United States, Donald Trump, Contempt of Congress",5,1900-06-28 14:00:00
498,18,"Jill Biden, First Lady of the United States, Traverse City, Joe Biden, Michigan",5,1900-06-28 14:00:00
499,19,"Iowa, Supreme Court of the United States, Abortion law",5,1900-06-28 14:00:00
500,21,"United States Capitol, Riot, Felony, Law enforcement",5,1900-06-28 14:00:00
501,30,Supreme Court of the United States,5,1900-06-28 14:00:00
502,34,"California, Government budget, Gavin Newsom, Health care, Wage",5,1900-06-28 14:00:00
503,35,"Joe Biden, Donald Trump, Debate",5,1900-06-28 14:00:00
504,43,"Kamala Harris, Vice President of the United States, Democratic Party, Pakistan, Joe Biden",5,1900-06-28 14:00:00
505,50,"Democratic National Convention, Chicago, Democratic Party, Protest, United Center",5,1900-06-28 14:00:00
506,57,"Supreme Court of the United States, Associated Press",5,1900-06-28 14:00:00
507,60,"Yield, Inflation, Federal Reserve System, Personal consumption expenditures price index",5,1900-06-28 14:00:00
508,57,"Iran, Presidential election, Protest",5,1900-07-06 03:00:00
509,68,"Joe Biden, Democratic Party, George Stephanopoulos, Donald Trump, ABC News",5,1900-07-06 03:00:00
510,6,"Tim Scott, Joe Biden, Supreme Court of the United States, Democratic Party",5,1900-07-01 22:00:00
511,12,"Supreme Court of the United States, Independence Day (United States), Republican Party",5,1900-07-01 22:00:00
512,15,"Supreme Court of the United States, Chevron U.S.A., Inc. v. Natural Resources Defense Council, Inc., Law",5,1900-07-01 22:00:00
513,17,"Supreme Court of the United States, Donald Trump, Riot",5,1900-07-01 22:00:00
514,31,Supreme Court of the United States,5,1900-07-01 22:00:00
515,32,"The Trump Organization, Donald Trump, Saudi Arabia, Oman, Trump Tower, Jeddah, Tourism",5,1900-07-01 22:00:00
516,33,"Hunter Biden, Admission to practice law, Joe Biden, Law, New trial",5,1900-07-01 22:00:00
517,35,"Francis Scott Key Bridge, The White House, Baltimore, United States Congress, Joe Biden, Disaster",5,1900-07-01 22:00:00
518,39,"Donald Trump, Kim Jong Un, 2018 North Korea–United States Singapore Summit, Supreme Leader of North Korea, President of the United States, National Public Radio, The White House",5,1900-07-01 22:00:00
519,46,"Josh Duggar, Supreme Court of the United States, 19 Kids and Counting, Appeal",5,1900-07-01 22:00:00
520,53,"Abortion, Iowa, Supreme Court of the United States",5,1900-07-01 22:00:00
521,57,"Supreme Court of the United States, Corruption",5,1900-07-01 22:00:00
522,76,"Jeffrey Epstein, Grand jury, Florida",5,1900-07-01 22:00:00
523,3,"Korea International Trade Association, Greg Abbott, Dallas, Governor of Texas, South Korea",5,1900-07-08 06:00:00
524,20,"Mayor, Fox News, Georgia, Fox & Friends, Arabi",5,1900-07-08 06:00:00
525,23,"Dan Patrick, Acting governor, Greg Abbott, Lieutenant Governor of Texas, Tropical cyclone",5,1900-07-08 06:00:00
526,81,"Joe Biden, Strike action, Trade union, Philadelphia, National Education Association",5,1900-07-08 06:00:00
527,6,"Dan Patrick, Acting governor, Greg Abbott, Lieutenant Governor of Texas, Tropical cyclone",5,1900-07-08 12:00:00
528,12,"Korea International Trade Association, Greg Abbott, Dallas, Governor of Texas, South Korea",5,1900-07-08 12:00:00
529,18,"Federal Reserve System, Inflation, Jerome Powell, Monetary policy, Chair of the Federal Reserve of the United States",5,1900-07-08 12:00:00
530,26,"Joe Biden, Democratic Party, Associated Press",5,1900-07-08 12:00:00
531,38,"Republican National Convention, Milwaukee, Republican Party",5,1900-07-08 12:00:00
532,65,"Ukraine, Volodymyr Zelenskyy",5,1900-07-08 12:00:00
533,11,"July 4, 2024, Joe Biden, Associated Press",5,1900-07-04 06:00:00
534,27,"Iraq and Afghanistan Veterans of America, ex-serviceman, Paul Rieckhoff, Independence Day (United States)",5,1900-07-04 06:00:00
535,39,"Ukraine, Volodymyr Zelenskyy",5,1900-07-04 06:00:00
536,67,"Alec Baldwin, Halyna Hutchins, Manslaughter",5,1900-07-04 06:00:00
537,69,"Fact-checking, Fake news",5,1900-07-04 06:00:00
538,9,"Medal of Honor, Joe Biden, American Civil War, Philip G. Shadrach, Confederate States of America, Great Locomotive Chase",5,1900-07-03 19:00:00
539,37,"Jewish cemetery, Jewish people, Vandalism, Cincinnati, Federal Bureau of Investigation, Jewish Cemeteries of Greater Cincinnati",5,1900-07-03 19:00:00
540,29,"Iraq and Afghanistan Veterans of America, ex-serviceman, Paul Rieckhoff, Independence Day (United States)",5,1900-07-04 04:00:00
541,80,"2024, General election, National Rally",5,1900-07-04 04:00:00
542,86,"NATO summit, Rumen Radev, President of Bulgaria, Ukraine",5,1900-07-04 04:00:00
543,96,"Hong Kong, National security, Freedom of speech, Jimmy Lai, Law",5,1900-07-04 04:00:00
544,98,"Rishi Sunak, Conservative Party",5,1900-07-04 04:00:00
545,123,"Joe Biden, Liquefied natural gas, United States federal judge",5,1900-07-04 04:00:00
546,0,"Taiwan, Greg Abbott, Governor of Texas",5,1900-07-08 04:00:00
547,5,"Dan Patrick, Acting governor, Greg Abbott, Lieutenant Governor of Texas, Tropical cyclone",5,1900-07-08 04:00:00
548,28,"Cori Bush, Democratic Party, House Democratic Caucus, Hakeem Jeffries, St. Louis",5,1900-07-08 04:00:00
549,53,"Julian Assange, WikiLeaks",5,1900-07-08 04:00:00
550,60,"Joe Biden, Strike action, Trade union, Philadelphia, National Education Association",5,1900-07-08 04:00:00
551,88,"Jobless claims, Unemployment benefits",5,1900-07-08 04:00:00
552,119,"Boeing 737 MAX, United States Department of Justice",5,1900-07-08 04:00:00
553,139,"National Rally, France, Far-right politics, Marine Le Pen, Jordan Bardella, Immigration, Government",5,1900-07-08 04:00:00
554,4,"Supreme Court of the United States, Social media, Joe Biden",5,1900-07-01 20:00:00
555,13,"Supreme Court of the United States, Donald Trump, Riot",5,1900-07-01 20:00:00
556,30,"Jeffrey Epstein, Grand jury",5,1900-07-01 20:00:00
557,31,"Supreme Court of the United States, Chevron U.S.A., Inc. v. Natural Resources Defense Council, Inc., Law",5,1900-07-01 20:00:00
558,40,"Supreme Court of the United States, Lindsey Graham, Democratic Party, United States Senate, Republican Party",5,1900-07-01 20:00:00
559,43,"Francis Scott Key Bridge, The White House, Baltimore, United States Congress, Joe Biden, Disaster",5,1900-07-01 20:00:00
560,45,Supreme Court of the United States,5,1900-07-01 20:00:00
